639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,662,639,636,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,662,639,636,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,662,639,636,639,639,639,639,639,639,639,639,639,
639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,667,639,636,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,667,639,636,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,667,639,636,639,639,639,639,639,639,639,639,639,
639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,639,639,636,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,639,639,636,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,639,639,636,639,639,639,639,639,639,639,639,639,
639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,662,639,636,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,662,639,636,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,662,639,636,639,639,639,639,639,639,639,639,639,
639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,667,639,636,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,667,639,636,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,667,639,636,639,639,639,639,639,639,639,639,639,
639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,639,639,636,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,639,639,636,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,639,639,636,639,639,639,639,639,639,639,639,639,
639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,662,639,636,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,662,639,636,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,662,639,636,639,639,639,639,639,639,639,639,639,
639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,667,639,636,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,667,639,636,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,667,639,636,639,639,639,639,639,639,639,639,639,
639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,639,639,636,639,639,639,639,639,639,653,642,642,635,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,639,639,636,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,639,639,636,639,639,639,639,639,639,639,639,639,
639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,662,639,641,642,642,642,642,642,642,643,639,639,634,642,642,642,642,642,635,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,662,639,636,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,662,639,636,639,639,639,639,639,639,639,639,639,
639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,667,639,639,656,639,639,639,639,639,639,639,639,639,639,639,639,639,639,636,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,667,639,636,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,667,639,636,639,639,639,639,639,639,639,639,639,
639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,639,639,639,661,668,669,639,668,669,639,668,669,639,668,669,639,639,639,636,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,639,639,636,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,639,639,636,639,639,639,639,639,639,639,639,639,
639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,662,639,639,666,639,639,639,639,639,639,639,639,639,639,639,639,662,639,636,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,662,639,636,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,638,639,662,639,636,639,639,639,639,639,639,639,639,639,
