0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,40,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,852,852,852,852,852,852,0,0,0,0,0,0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,813,0,852,0,60,61,62,0,852,0,832,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,852,852,852,852,852,852,
852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,0,0,0,0,0,805,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,819,0,0,0,81,82,83,0,0,0,835,819,0,0,0,0,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,802,807,807,807,807,807,807,807,807,807,807,815,809,809,809,815,815,804,807,807,807,807,807,807,807,807,807,807,807,807,0,0,0,0,0,0,0,0,852,852,852,852,852,852,852,852,852,852,852,0,0,0,0,0,0,0,805,0,0,0,0,0,0,0,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,0,0,0,0,0,0,0,833,834,0,852,0,102,103,104,0,852,0,833,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,852,852,852,852,852,852,
852,852,852,852,852,852,852,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,841,841,841,0,308,309,310,311,312,313,314,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,805,316,317,318,319,320,321,322,851,0,851,847,845,0,0,0,844,0,568,569,570,571,572,0,0,0,0,0,0,0,329,330,331,332,333,334,335,336,852,852,852,852,852,852,852,852,852,852,852,0,0,0,0,0,0,0,805,0,0,0,0,0,0,0,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,0,0,0,0,0,846,846,846,846,0,852,851,851,851,851,851,852,0,0,0,0,0,0,0,0,0,846,846,0,0,0,0,0,0,0,852,852,852,852,852,852,852,
852,852,852,852,852,852,852,805,337,338,339,340,341,342,343,0,0,0,0,0,0,0,0,0,0,589,590,591,592,593,0,0,511,512,513,0,0,350,351,352,353,354,355,356,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,428,429,430,431,0,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,805,358,359,360,361,362,363,364,0,0,0,0,0,0,0,0,0,0,610,611,612,613,614,848,0,532,533,534,839,0,371,372,373,374,375,376,377,378,852,852,852,852,852,852,852,852,852,852,852,0,0,0,0,0,0,0,805,0,0,0,0,0,0,0,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,449,450,451,452,0,841,0,0,0,0,0,0,0,0,852,852,852,852,852,852,852,
852,852,852,852,852,852,852,805,379,380,381,382,383,384,385,0,0,0,0,0,0,0,0,0,847,0,0,0,0,0,0,0,0,0,0,0,0,392,393,394,395,396,397,398,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,470,471,472,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,805,400,401,402,0,846,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,0,0,0,0,0,0,0,0,0,418,419,420,852,852,852,852,852,852,852,852,852,852,852,0,0,0,0,0,0,0,805,0,0,0,0,0,0,0,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,852,852,852,852,852,852,
